route_id,short_name,long_name,direction,headway,stop_sequence,stop_name,arrival_time,departure_time
10001,FR-01,Khana Pul to NUST,Backward,60,93,Sabzi Mandi,10:55:43,10:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,94,Metro CNC,10:58:23,10:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,95,IMC Hospital,11:01:03,11:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,96,PAEC General Hospital,11:02:13,11:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,97,Islamic University,11:05:03,11:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,98,FAST University,11:06:23,11:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,99,NPA,11:08:33,11:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,100,Nust Metro Station,11:13:13,11:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,101,Khanna Pul,11:15:00,11:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,102,Zia Masjid,11:17:48,11:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,103,Kuri Road,11:20:08,11:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,104,Iqbal Town,11:22:08,11:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,105,Dhok Kala Khan,11:24:03,11:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,106,Sohan,11:26:03,11:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,107,Faizabad,11:29:03,11:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,108,IJP Metro Station,11:31:33,11:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,109,Potohar Metro Station,11:36:13,11:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,110,MCI Model School,11:38:23,11:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,111,CDA Complain Center,11:40:23,11:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,112,OGTI Stop,11:42:33,11:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,113,Sui Gas Stop,11:44:13,11:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,114,PTCL I-10,11:46:43,11:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,115,IESCO,11:48:33,11:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,116,Kurang Road,11:51:13,11:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,117,Mandi Morh,11:54:13,11:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,118,Sabzi Mandi,11:55:43,11:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,119,Metro CNC,11:58:23,11:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,120,IMC Hospital,12:01:03,12:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,121,PAEC General Hospital,12:02:13,12:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,122,Islamic University,12:05:03,12:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,123,FAST University,12:06:23,12:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,124,NPA,12:08:33,12:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,125,Nust Metro Station,12:13:13,12:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,126,Khanna Pul,12:15:00,12:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,127,Zia Masjid,12:17:48,12:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,128,Kuri Road,12:20:08,12:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,129,Iqbal Town,12:22:08,12:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,130,Dhok Kala Khan,12:24:03,12:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,131,Sohan,12:26:03,12:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,132,Faizabad,12:29:03,12:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,133,IJP Metro Station,12:31:33,12:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,134,Potohar Metro Station,12:36:13,12:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,135,MCI Model School,12:38:23,12:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,136,CDA Complain Center,12:40:23,12:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,137,OGTI Stop,12:42:33,12:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,138,Sui Gas Stop,12:44:13,12:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,139,PTCL I-10,12:46:43,12:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,140,IESCO,12:48:33,12:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,141,Kurang Road,12:51:13,12:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,142,Mandi Morh,12:54:13,12:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,143,Sabzi Mandi,12:55:43,12:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,144,Metro CNC,12:58:23,12:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,145,IMC Hospital,13:01:03,13:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,146,PAEC General Hospital,13:02:13,13:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,147,Islamic University,13:05:03,13:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,148,FAST University,13:06:23,13:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,149,NPA,13:08:33,13:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,150,Nust Metro Station,13:13:13,13:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,151,Khanna Pul,13:15:00,13:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,152,Zia Masjid,13:17:48,13:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,153,Kuri Road,13:20:08,13:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,154,Iqbal Town,13:22:08,13:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,155,Dhok Kala Khan,13:24:03,13:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,156,Sohan,13:26:03,13:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,157,Faizabad,13:29:03,13:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,158,IJP Metro Station,13:31:33,13:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,159,Potohar Metro Station,13:36:13,13:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,160,MCI Model School,13:38:23,13:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,161,CDA Complain Center,13:40:23,13:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,162,OGTI Stop,13:42:33,13:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,163,Sui Gas Stop,13:44:13,13:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,164,PTCL I-10,13:46:43,13:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,165,IESCO,13:48:33,13:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,166,Kurang Road,13:51:13,13:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,167,Mandi Morh,13:54:13,13:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,168,Sabzi Mandi,13:55:43,13:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,169,Metro CNC,13:58:23,13:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,170,IMC Hospital,14:01:03,14:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,171,PAEC General Hospital,14:02:13,14:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,172,Islamic University,14:05:03,14:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,173,FAST University,14:06:23,14:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,174,NPA,14:08:33,14:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,175,Nust Metro Station,14:13:13,14:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,176,Khanna Pul,14:15:00,14:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,177,Zia Masjid,14:17:48,14:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,178,Kuri Road,14:20:08,14:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,179,Iqbal Town,14:22:08,14:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,180,Dhok Kala Khan,14:24:03,14:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,181,Sohan,14:26:03,14:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,182,Faizabad,14:29:03,14:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,183,IJP Metro Station,14:31:33,14:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,184,Potohar Metro Station,14:36:13,14:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,185,MCI Model School,14:38:23,14:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,186,CDA Complain Center,14:40:23,14:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,187,OGTI Stop,14:42:33,14:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,188,Sui Gas Stop,14:44:13,14:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,189,PTCL I-10,14:46:43,14:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,190,IESCO,14:48:33,14:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,191,Kurang Road,14:51:13,14:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,192,Mandi Morh,14:54:13,14:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,193,Sabzi Mandi,14:55:43,14:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,194,Metro CNC,14:58:23,14:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,195,IMC Hospital,15:01:03,15:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,196,PAEC General Hospital,15:02:13,15:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,197,Islamic University,15:05:03,15:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,198,FAST University,15:06:23,15:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,199,NPA,15:08:33,15:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,200,Nust Metro Station,15:13:13,15:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,201,Khanna Pul,15:15:00,15:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,202,Zia Masjid,15:17:48,15:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,203,Kuri Road,15:20:08,15:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,204,Iqbal Town,15:22:08,15:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,205,Dhok Kala Khan,15:24:03,15:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,206,Sohan,15:26:03,15:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,207,Faizabad,15:29:03,15:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,208,IJP Metro Station,15:31:33,15:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,209,Potohar Metro Station,15:36:13,15:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,210,MCI Model School,15:38:23,15:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,211,CDA Complain Center,15:40:23,15:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,212,OGTI Stop,15:42:33,15:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,213,Sui Gas Stop,15:44:13,15:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,214,PTCL I-10,15:46:43,15:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,215,IESCO,15:48:33,15:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,216,Kurang Road,15:51:13,15:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,217,Mandi Morh,15:54:13,15:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,218,Sabzi Mandi,15:55:43,15:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,219,Metro CNC,15:58:23,15:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,220,IMC Hospital,16:01:03,16:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,221,PAEC General Hospital,16:02:13,16:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,222,Islamic University,16:05:03,16:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,223,FAST University,16:06:23,16:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,224,NPA,16:08:33,16:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,225,Nust Metro Station,16:13:13,16:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,226,Khanna Pul,16:15:00,16:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,227,Zia Masjid,16:17:48,16:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,228,Kuri Road,16:20:08,16:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,229,Iqbal Town,16:22:08,16:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,230,Dhok Kala Khan,16:24:03,16:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,231,Sohan,16:26:03,16:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,232,Faizabad,16:29:03,16:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,233,IJP Metro Station,16:31:33,16:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,234,Potohar Metro Station,16:36:13,16:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,235,MCI Model School,16:38:23,16:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,236,CDA Complain Center,16:40:23,16:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,237,OGTI Stop,16:42:33,16:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,238,Sui Gas Stop,16:44:13,16:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,239,PTCL I-10,16:46:43,16:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,240,IESCO,16:48:33,16:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,241,Kurang Road,16:51:13,16:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,242,Mandi Morh,16:54:13,16:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,243,Sabzi Mandi,16:55:43,16:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,244,Metro CNC,16:58:23,16:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,245,IMC Hospital,17:01:03,17:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,246,PAEC General Hospital,17:02:13,17:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,247,Islamic University,17:05:03,17:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,248,FAST University,17:06:23,17:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,249,NPA,17:08:33,17:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,250,Nust Metro Station,17:13:13,17:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,251,Khanna Pul,17:15:00,17:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,252,Zia Masjid,17:17:48,17:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,253,Kuri Road,17:20:08,17:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,254,Iqbal Town,17:22:08,17:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,255,Dhok Kala Khan,17:24:03,17:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,256,Sohan,17:26:03,17:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,257,Faizabad,17:29:03,17:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,258,IJP Metro Station,17:31:33,17:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,259,Potohar Metro Station,17:36:13,17:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,260,MCI Model School,17:38:23,17:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,261,CDA Complain Center,17:40:23,17:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,262,OGTI Stop,17:42:33,17:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,263,Sui Gas Stop,17:44:13,17:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,264,PTCL I-10,17:46:43,17:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,265,IESCO,17:48:33,17:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,266,Kurang Road,17:51:13,17:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,267,Mandi Morh,17:54:13,17:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,268,Sabzi Mandi,17:55:43,17:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,269,Metro CNC,17:58:23,17:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,270,IMC Hospital,18:01:03,18:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,271,PAEC General Hospital,18:02:13,18:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,272,Islamic University,18:05:03,18:05:23
10001,FR-01,Khana Pul to NUST,Backward,60,273,FAST University,18:06:23,18:06:43
10001,FR-01,Khana Pul to NUST,Backward,60,274,NPA,18:08:33,18:08:53
10001,FR-01,Khana Pul to NUST,Backward,60,275,Nust Metro Station,18:13:13,18:13:13
10001,FR-01,Khana Pul to NUST,Backward,60,276,Khanna Pul,18:15:00,18:15:00
10001,FR-01,Khana Pul to NUST,Backward,60,277,Zia Masjid,18:17:48,18:18:08
10001,FR-01,Khana Pul to NUST,Backward,60,278,Kuri Road,18:20:08,18:20:28
10001,FR-01,Khana Pul to NUST,Backward,60,279,Iqbal Town,18:22:08,18:22:28
10001,FR-01,Khana Pul to NUST,Backward,60,280,Dhok Kala Khan,18:24:03,18:24:23
10001,FR-01,Khana Pul to NUST,Backward,60,281,Sohan,18:26:03,18:26:23
10001,FR-01,Khana Pul to NUST,Backward,60,282,Faizabad,18:29:03,18:29:23
10001,FR-01,Khana Pul to NUST,Backward,60,283,IJP Metro Station,18:31:33,18:31:53
10001,FR-01,Khana Pul to NUST,Backward,60,284,Potohar Metro Station,18:36:13,18:36:33
10001,FR-01,Khana Pul to NUST,Backward,60,285,MCI Model School,18:38:23,18:38:43
10001,FR-01,Khana Pul to NUST,Backward,60,286,CDA Complain Center,18:40:23,18:40:43
10001,FR-01,Khana Pul to NUST,Backward,60,287,OGTI Stop,18:42:33,18:42:53
10001,FR-01,Khana Pul to NUST,Backward,60,288,Sui Gas Stop,18:44:13,18:44:33
10001,FR-01,Khana Pul to NUST,Backward,60,289,PTCL I-10,18:46:43,18:47:03
10001,FR-01,Khana Pul to NUST,Backward,60,290,IESCO,18:48:33,18:48:53
10001,FR-01,Khana Pul to NUST,Backward,60,291,Kurang Road,18:51:13,18:51:33
10001,FR-01,Khana Pul to NUST,Backward,60,292,Mandi Morh,18:54:13,18:54:33
10001,FR-01,Khana Pul to NUST,Backward,60,293,Sabzi Mandi,18:55:43,18:56:03
10001,FR-01,Khana Pul to NUST,Backward,60,294,Metro CNC,18:58:23,18:58:43
10001,FR-01,Khana Pul to NUST,Backward,60,295,IMC Hospital,19:01:03,19:01:23
10001,FR-01,Khana Pul to NUST,Backward,60,296,PAEC General Hospital,19:02:13,19:02:33
10001,FR-01,Khana Pul to NUST,Backward,60,297,Islamic University,19:05:03,19:05:23
